algorithm,dataset,runs,num_tasks,makespan,throughput,total_cpu_time,total_wait_time,avg_wait_time,avg_start_time,avg_exec_time,avg_finish_time,imbalance_degree,resource_utilization,effective_slots
shc,low_high,10,28.8,76.05705798099807,0.4090507674476078,527.6075837677068,345.5420180886911,12.019074076375428,12.026126852339901,18.31467699133374,30.34021282931034,1.7562704567707073,0.4965456157773233,15.0
shc,rand,10,49.7,61.46603656120133,0.8195385036206375,716.8221538551836,810.0309776572961,16.296809102138987,16.30277967836735,14.422062842219708,30.724098522408163,1.8035856818821816,0.7875844467771719,15.0
shc,rand_stratified,10,249.6,87.74623623620428,3.423405814593889,580.2170919137236,6028.619836649739,24.154257345962584,24.15989242048675,2.3246341577637315,26.484277243791173,1.1173435988879266,0.5234016461458252,15.0
