algorithm,dataset,runs,num_tasks,makespan,throughput,total_cpu_time,total_wait_time,avg_wait_time,avg_start_time,avg_exec_time,avg_finish_time,imbalance_degree,resource_utilization,effective_slots
fcfs,low_high,10,28.8,79.91822750360043,0.37424751523901334,161.4087744838993,0.00014461689952440792,5.019470797060645e-06,18.56734637869458,5.602809514615246,24.170144308374383,0.1799131807415895,0.13930435061034324,15.0
fcfs,rand,10,49.5,71.64256970060032,0.7125256882657682,224.23688100610178,0.0002472901012879447,4.995622025545548e-06,26.681529951346942,4.527284780418567,31.208802564367346,0.3690999221914211,0.21380115306834782,15.0
fcfs,rand_stratified,10,249.7,57.269823600100246,4.417426745700408,192.69138869969356,0.0011797646951890784,4.724786096359098e-06,23.353478740790358,0.7715837689911678,24.125051926716466,0.3057786074325203,0.22634141342414177,15.0
